"internal_taxon_id","BasisOfRec","DEC_LONG","DEC_LAT","BINOMIAL","EVENT_YEAR","CATALOG_NO","SPATIALREF","PRESENCE","ORIGIN","SEASONAL","YEAR","DATA_SENS","SOURCE","COMPILER","CITATION"
"320035-2","HumanObservation",5.8,50.75,"Poa annua",2018,"OBS.149406168","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.42471,50.75179,"Poa annua",2018,"04898914","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.52789,50.91265,"Poa annua",2018,"04897091","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.75,50.75,"Poa annua",2018,"OBS.148627923","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",4.23447,50.71153,"Poa annua",2018,"04940934","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.9,50.75,"Poa annua",2018,"OBS.148547488","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.11527,50.89801,"Poa annua",2018,"04893826","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.25964,51.01387,"Poa annua",2018,"04892945","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",6.148639,49.643079,"Poa annua",2019,"23669661","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",4.30528,50.69361,"Poa annua",2018,"04940175","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.18919,51.05933,"Poa annua",2018,"04937852","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",6,50.75,"Poa annua",2018,"OBS.155430608","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.35576,50.8423,"Poa annua",2018,"04893304","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",6.142728,49.590661,"Poa annua",2019,"23101907","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",5.95,50.75,"Poa annua",2018,"OBS.150232659","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",3.7,51.25,"Poa annua",2018,"OBS.155343322","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.48117,50.74228,"Poa annua",2018,"04898785","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",6.095966,49.600079,"Poa annua",2019,"23322665","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",5.37015,50.85117,"Poa annua",2018,"04893220","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.65,51.15,"Poa annua",2018,"OBS.154882538","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.42491,50.76078,"Poa annua",2018,"04899330","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.65,50.8,"Poa annua",2018,"OBS.148636176","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/8a863029-f435-446a-821e-275f4f641165","",""
"320035-2","HumanObservation",5.327,50.82456,"Poa annua",2018,"04893397","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.24185,50.82522,"Poa annua",2018,"04898635","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",4.09141,50.96299,"Poa annua",2018,"04925402","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.41335,50.87776,"Poa annua",2018,"04910417","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",3.6785,50.97029,"Poa annua",2018,"04924179","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",5.6815,50.81214,"Poa annua",2018,"04910138","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",4.30527,50.7026,"Poa annua",2018,"04938398","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/271c444f-f8d8-4986-b748-e7367755c0c1","",""
"320035-2","HumanObservation",14.406423,50.116006,"Poa annua",2019,"23107392","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",10.200601,56.165818,"Poa annua",2019,"21414141","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",48.578552,55.689613,"Poa annua",2019,"25007601","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",22.279152,60.452541,"Poa annua",2019,"25150658","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",3.33569,48.0749,"Poa annua",2018,NA,"WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/aec85dc0-9807-4bad-aa4e-aa1e8f0bfeeb","",""
"320035-2","HumanObservation",5.76358,45.20691,"Poa annua",2018,"3432850","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.71483,45.1944,"Poa annua",2018,"3441658","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",3.09708,45.75506,"Poa annua",2018,"3445507","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.73477,45.17398,"Poa annua",2018,"3446028","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.71417,45.19964,"Poa annua",2018,"3446916","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.37908,48.82857,"Poa annua",2018,"3438436","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.34017,48.85,"Poa annua",2018,"3447084","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.36916,51.02718,"Poa annua",2018,"3429177","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.70875,45.17923,"Poa annua",2018,"3431489","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.72718,45.19533,"Poa annua",2018,"3431696","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.05612,46.02083,"Poa annua",2018,"3445783","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.37003,43.83516,"Poa annua",2018,"3426761","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.302703,48.862494,"Poa annua",2019,"21708788","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",-2.08221,47.6555,"Poa annua",2018,"3442004","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.37005,43.84589,"Poa annua",2018,"3429066","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.88494,45.78362,"Poa annua",2018,"3481584","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.7175,45.1927,"Poa annua",2018,"3441423","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",1.53258,43.52968,"Poa annua",2018,"3443817","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.34984,48.84484,"Poa annua",2018,"3453960","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.70097,45.20513,"Poa annua",2018,"3445038","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.72119,45.18055,"Poa annua",2018,"3459962","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.06005,46.0238,"Poa annua",2018,"3447680","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.05953,46.02328,"Poa annua",2018,"3445837","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",3.76362,43.5262,"Poa annua",2018,"3431726","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.879,45.75666,"Poa annua",2018,"3443156","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",7.261947,48.734633,"Poa annua",2018,"11994056","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",1.74012,48.99053,"Poa annua",2018,"3447156","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",2.18501,48.8436,"Poa annua",2018,"3430240","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.4228,43.55658,"Poa annua",2018,"3444562","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.87947,45.75668,"Poa annua",2018,"3441274","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.3707,43.84447,"Poa annua",2018,"3429029","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.73164,45.18909,"Poa annua",2018,"3447544","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",5.7198,45.19238,"Poa annua",2018,"3441480","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",3.42916,43.63422,"Poa annua",2018,"3434877","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",4.05968,46.0276,"Poa annua",2018,"3437702","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/baa86fb2-7346-4507-a34f-44e4c1bd0d57","",""
"320035-2","HumanObservation",8.556223,49.503319,"Poa annua",2018,"-2042941348","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",10.57,48.48,"Poa annua",2018,"8004398 / 28646395","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.57,48.49,"Poa annua",2018,"8004397 / 28646212","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",8.597145,49.21928,"Poa annua",2018,"-541834341","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",9.434166,48.870926,"Poa annua",2019,"-1116843919","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",10.54,50.02,"Poa annua",2018,"7946143 / 28309546","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",11.19,49.78,"Poa annua",2018,"8073010 / 29351073","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",9.546203,47.594501,"Poa annua",2019,"24839891","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/50c9509d-22c7-4a22-a47d-8c48425ef4a7","",""
"320035-2","HumanObservation",9.590543,49.293236,"Poa annua",2019,"-2032921516","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",10.62,49.97,"Poa annua",2018,"7946208 / 28312268","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.64,48.91,"Poa annua",2018,"8004406 / 28647085","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",8.789148,49.238644,"Poa annua",2018,"951244545","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",8.806493,47.958145,"Poa annua",2018,"846165116","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",10.21,49.97,"Poa annua",2018,"7946155 / 28310205","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.62,50.12,"Poa annua",2018,"7946083 / 28306709","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.54,50.07,"Poa annua",2018,"7946248 / 28313777","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",12.04,49.42,"Poa annua",2018,"8052252 / 29190880","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.21,50.37,"Poa annua",2018,"7945983 / 28302871","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.21,50.02,"Poa annua",2018,"7946112 / 28308333","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",8.76709,49.255875,"Poa annua",2018,"378550831","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",10.21,50.32,"Poa annua",2018,"7945995 / 28303342","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",10.37,49.92,"Poa annua",2018,"7946191 / 28311856","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/64dabd3c-4f34-4520-b9dd-d227a0bf1582","",""
"320035-2","HumanObservation",8.735847,49.072292,"Poa annua",2018,"-990745988","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
"320035-2","HumanObservation",8.898754,49.111412,"Poa annua",2018,"1314138477","WGS84","1","1","1","2019","No","https://www.gbif.org/dataset/6ac3f774-d9fb-4796-b3e9-92bf6c81c084","",""
